Name,Longitude,Latitude,grid_cell_elevation_ft,Date,Year,Month,ppt_mm,tmin_C,tmean_C,tmax_C
Cave,-114.8641,45.0709,5377,1988-08,1988,8,8.89,5.5,16.44444444,27.38888889
Cave,-114.8641,45.0709,5377,1988-09,1988,9,6.35,1.222222222,11.16666667,21.11111111
Cave,-114.8641,45.0709,5377,1988-10,1988,10,17.018,-0.277777778,8.777777778,17.83333333
Cave,-114.8641,45.0709,5377,1988-11,1988,11,67.31,-6.722222222,-2.388888889,2
Cave,-114.8641,45.0709,5377,1988-12,1988,12,21.59,-12.55555556,-7.111111111,-1.666666667
Cave,-114.8641,45.0709,5377,1989-01,1989,1,48.768,-12.05555556,-6.333333333,-0.666666667
Cave,-114.8641,45.0709,5377,1989-02,1989,2,17.526,-14.94444444,-8.444444444,-1.888888889
Cave,-114.8641,45.0709,5377,1989-03,1989,3,55.88,-6.277777778,-0.611111111,5
Cave,-114.8641,45.0709,5377,1989-04,1989,4,23.368,-2.777777778,5.166666667,13.05555556
Cave,-114.8641,45.0709,5377,1989-05,1989,5,60.706,0.277777778,7.777777778,15.22222222
Cave,-114.8641,45.0709,5377,1989-06,1989,6,39.37,4.333333333,12.94444444,21.55555556
Cave,-114.8641,45.0709,5377,1989-07,1989,7,18.796,7,17.94444444,28.83333333
Cave,-114.8641,45.0709,5377,1989-08,1989,8,26.924,5.444444444,14.83333333,24.16666667
Cave,-114.8641,45.0709,5377,1989-09,1989,9,12.7,0.944444444,11.33333333,21.72222222
Cave,-114.8641,45.0709,5377,1989-10,1989,10,39.624,-2.055555556,4.944444444,11.94444444
Cave,-114.8641,45.0709,5377,1989-11,1989,11,25.908,-6.444444444,-1.277777778,3.888888889
Cave,-114.8641,45.0709,5377,1989-12,1989,12,13.462,-10.61111111,-5.166666667,0.333333333
Cave,-114.8641,45.0709,5377,1990-01,1990,1,40.894,-8.888888889,-4.222222222,0.388888889
Cave,-114.8641,45.0709,5377,1990-02,1990,2,18.034,-12.66666667,-5.666666667,1.277777778
Cave,-114.8641,45.0709,5377,1990-03,1990,3,21.336,-7.166666667,0.277777778,7.666666667
Cave,-114.8641,45.0709,5377,1990-04,1990,4,47.244,-1.222222222,6.777777778,14.77777778
Cave,-114.8641,45.0709,5377,1990-05,1990,5,71.12,0.388888889,7.333333333,14.27777778
Cave,-114.8641,45.0709,5377,1990-06,1990,6,29.21,3.555555556,12.05555556,20.61111111
Cave,-114.8641,45.0709,5377,1990-07,1990,7,24.13,7,17.38888889,27.77777778
Cave,-114.8641,45.0709,5377,1990-08,1990,8,60.452,7.277777778,16.44444444,25.66666667
Cave,-114.8641,45.0709,5377,1990-09,1990,9,5.842,3.611111111,14.22222222,24.77777778
Cave,-114.8641,45.0709,5377,1990-10,1990,10,39.878,-3.111111111,4,11.05555556
Cave,-114.8641,45.0709,5377,1990-11,1990,11,41.402,-6.166666667,-1,4.222222222
Cave,-114.8641,45.0709,5377,1990-12,1990,12,25.908,-17.05555556,-11.55555556,-6
Cave,-114.8641,45.0709,5377,1991-01,1991,1,22.352,-13.83333333,-7.888888889,-2
Cave,-114.8641,45.0709,5377,1991-02,1991,2,13.97,-6.722222222,-0.277777778,6.166666667
Cave,-114.8641,45.0709,5377,1991-03,1991,3,35.306,-6.944444444,-0.888888889,5.166666667
Cave,-114.8641,45.0709,5377,1991-04,1991,4,53.848,-3.333333333,2.833333333,9.055555556
Cave,-114.8641,45.0709,5377,1991-05,1991,5,62.484,0.111111111,6.722222222,13.38888889
Cave,-114.8641,45.0709,5377,1991-06,1991,6,49.784,2.944444444,10.88888889,18.83333333
Cave,-114.8641,45.0709,5377,1991-07,1991,7,20.066,6.5,17.33333333,28.11111111
Cave,-114.8641,45.0709,5377,1991-08,1991,8,13.716,7.111111111,17.83333333,28.5
Cave,-114.8641,45.0709,5377,1991-09,1991,9,24.638,2.5,12.22222222,21.94444444
Cave,-114.8641,45.0709,5377,1991-10,1991,10,22.86,-3.5,4.833333333,13.16666667
Cave,-114.8641,45.0709,5377,1991-11,1991,11,93.218,-7.222222222,-2.888888889,1.5
Cave,-114.8641,45.0709,5377,1991-12,1991,12,34.036,-11.55555556,-6.333333333,-1.055555556
Cave,-114.8641,45.0709,5377,1992-01,1992,1,8.382,-11.22222222,-5.611111111,0
Cave,-114.8641,45.0709,5377,1992-02,1992,2,15.24,-7.388888889,-0.944444444,5.5
Cave,-114.8641,45.0709,5377,1992-03,1992,3,22.098,-4.055555556,3.555555556,11.11111111
Cave,-114.8641,45.0709,5377,1992-04,1992,4,55.88,-1.222222222,6.166666667,13.55555556
Cave,-114.8641,45.0709,5377,1992-05,1992,5,23.876,1.611111111,11,20.44444444
Cave,-114.8641,45.0709,5377,1992-06,1992,6,52.324,5.777777778,14.33333333,22.94444444
Cave,-114.8641,45.0709,5377,1992-07,1992,7,48.514,5.666666667,14.61111111,23.55555556
Cave,-114.8641,45.0709,5377,1992-08,1992,8,10.414,5.722222222,16.44444444,27.16666667
Cave,-114.8641,45.0709,5377,1992-09,1992,9,34.036,0.944444444,10.27777778,19.66666667
Cave,-114.8641,45.0709,5377,1992-10,1992,10,21.336,-1,6.722222222,14.44444444
Cave,-114.8641,45.0709,5377,1992-11,1992,11,44.958,-8.055555556,-3.555555556,0.944444444
Cave,-114.8641,45.0709,5377,1992-12,1992,12,45.212,-13.72222222,-8.388888889,-3
Cave,-114.8641,45.0709,5377,1993-01,1993,1,33.274,-14.83333333,-9.055555556,-3.333333333
Cave,-114.8641,45.0709,5377,1993-02,1993,2,15.748,-12.94444444,-6.333333333,0.277777778
Cave,-114.8641,45.0709,5377,1993-03,1993,3,34.036,-5.277777778,1.333333333,8
Cave,-114.8641,45.0709,5377,1993-04,1993,4,91.948,-3,3.166666667,9.333333333
Cave,-114.8641,45.0709,5377,1993-05,1993,5,43.688,2.444444444,10.94444444,19.44444444
Cave,-114.8641,45.0709,5377,1993-06,1993,6,109.728,3.666666667,11.05555556,18.44444444
Cave,-114.8641,45.0709,5377,1993-07,1993,7,61.468,3.777777778,11.83333333,19.83333333
Cave,-114.8641,45.0709,5377,1993-08,1993,8,43.434,4.722222222,13.72222222,22.77777778
Cave,-114.8641,45.0709,5377,1993-09,1993,9,4.318,0.555555556,10.66666667,20.83333333
Cave,-114.8641,45.0709,5377,1993-10,1993,10,22.86,-1.333333333,5.666666667,12.72222222
Cave,-114.8641,45.0709,5377,1993-11,1993,11,18.542,-10.11111111,-4.222222222,1.666666667
Cave,-114.8641,45.0709,5377,1993-12,1993,12,24.384,-10.55555556,-5.5,-0.388888889
Cave,-114.8641,45.0709,5377,1994-01,1994,1,26.67,-9.277777778,-4.166666667,0.888888889
Cave,-114.8641,45.0709,5377,1994-02,1994,2,36.322,-12.16666667,-5.666666667,0.833333333
Cave,-114.8641,45.0709,5377,1994-03,1994,3,15.748,-6.666666667,1,8.666666667
Cave,-114.8641,45.0709,5377,1994-04,1994,4,49.784,-1.666666667,5.777777778,13.22222222
Cave,-114.8641,45.0709,5377,1994-05,1994,5,52.832,2.277777778,10.11111111,17.88888889
Cave,-114.8641,45.0709,5377,1994-06,1994,6,40.386,3.777777778,12.66666667,21.55555556
Cave,-114.8641,45.0709,5377,1994-07,1994,7,48.768,6.444444444,16.83333333,27.27777778
Cave,-114.8641,45.0709,5377,1994-08,1994,8,14.986,6.5,17.38888889,28.27777778
Cave,-114.8641,45.0709,5377,1994-09,1994,9,4.318,2.555555556,13.05555556,23.61111111
Cave,-114.8641,45.0709,5377,1994-10,1994,10,41.91,-2.555555556,4.388888889,11.33333333
Cave,-114.8641,45.0709,5377,1994-11,1994,11,43.688,-9.555555556,-4.611111111,0.333333333
Cave,-114.8641,45.0709,5377,1994-12,1994,12,22.606,-10.16666667,-5.555555556,-0.888888889
Cave,-114.8641,45.0709,5377,1995-01,1995,1,31.496,-10.94444444,-5.888888889,-0.833333333
Cave,-114.8641,45.0709,5377,1995-02,1995,2,24.638,-6.5,-0.555555556,5.444444444
Cave,-114.8641,45.0709,5377,1995-03,1995,3,61.976,-6.555555556,-0.722222222,5.111111111
Cave,-114.8641,45.0709,5377,1995-04,1995,4,72.39,-3.222222222,3.444444444,10.05555556
Cave,-114.8641,45.0709,5377,1995-05,1995,5,69.342,0.666666667,7.944444444,15.27777778
Cave,-114.8641,45.0709,5377,1995-06,1995,6,73.914,3.666666667,11.27777778,18.88888889
Cave,-114.8641,45.0709,5377,1995-07,1995,7,54.102,6.777777778,16,25.22222222
Cave,-114.8641,45.0709,5377,1995-08,1995,8,17.272,4.944444444,15.66666667,26.44444444
Cave,-114.8641,45.0709,5377,1995-09,1995,9,12.7,2.888888889,12.61111111,22.33333333
Cave,-114.8641,45.0709,5377,1995-10,1995,10,52.324,-3.666666667,3.222222222,10.05555556
Cave,-114.8641,45.0709,5377,1995-11,1995,11,92.456,-4,0.166666667,4.333333333
Cave,-114.8641,45.0709,5377,1995-12,1995,12,64.008,-9.611111111,-4.777777778,0.055555556
Cave,-114.8641,45.0709,5377,1996-01,1996,1,53.34,-10.83333333,-5.888888889,-0.944444444
Cave,-114.8641,45.0709,5377,1996-02,1996,2,50.546,-10.88888889,-4.444444444,1.944444444
Cave,-114.8641,45.0709,5377,1996-03,1996,3,30.734,-6.5,-0.166666667,6.222222222
Cave,-114.8641,45.0709,5377,1996-04,1996,4,77.724,-2.555555556,4.111111111,10.77777778
Cave,-114.8641,45.0709,5377,1996-05,1996,5,92.456,0.333333333,6.722222222,13.05555556
Cave,-114.8641,45.0709,5377,1996-06,1996,6,21.59,3.333333333,12.77777778,22.27777778
Cave,-114.8641,45.0709,5377,1996-07,1996,7,8.128,6.388888889,17.5,28.55555556
Cave,-114.8641,45.0709,5377,1996-08,1996,8,16.002,5.611111111,16.55555556,27.5
Cave,-114.8641,45.0709,5377,1996-09,1996,9,19.05,0.777777778,9.666666667,18.55555556
Cave,-114.8641,45.0709,5377,1996-10,1996,10,40.386,-2.888888889,4.666666667,12.27777778
Cave,-114.8641,45.0709,5377,1996-11,1996,11,69.088,-5.666666667,-0.777777778,4.166666667
Cave,-114.8641,45.0709,5377,1996-12,1996,12,103.378,-10.11111111,-5.5,-0.888888889
Cave,-114.8641,45.0709,5377,1997-01,1997,1,73.152,-11.44444444,-6.222222222,-1.055555556
Cave,-114.8641,45.0709,5377,1997-02,1997,2,30.48,-10.72222222,-4.277777778,2.166666667
Cave,-114.8641,45.0709,5377,1997-03,1997,3,39.878,-6.5,0.222222222,6.944444444
Cave,-114.8641,45.0709,5377,1997-04,1997,4,57.912,-3.555555556,2.944444444,9.388888889
Cave,-114.8641,45.0709,5377,1997-05,1997,5,33.274,1.277777778,9.944444444,18.61111111
Cave,-114.8641,45.0709,5377,1997-06,1997,6,59.436,5.277777778,13.05555556,20.77777778
Cave,-114.8641,45.0709,5377,1997-07,1997,7,50.292,5.888888889,15.55555556,25.22222222
Cave,-114.8641,45.0709,5377,1997-08,1997,8,29.21,6.055555556,16.38888889,26.72222222
Cave,-114.8641,45.0709,5377,1997-09,1997,9,34.798,3.111111111,12.38888889,21.72222222
Cave,-114.8641,45.0709,5377,1997-10,1997,10,66.04,-2.777777778,4.055555556,10.83333333
Cave,-114.8641,45.0709,5377,1997-11,1997,11,38.1,-6,-0.944444444,4.111111111
Cave,-114.8641,45.0709,5377,1997-12,1997,12,20.828,-12.44444444,-6.888888889,-1.333333333
Cave,-114.8641,45.0709,5377,1998-01,1998,1,53.34,-9.277777778,-4.444444444,0.444444444
Cave,-114.8641,45.0709,5377,1998-02,1998,2,16.51,-10.11111111,-3.444444444,3.166666667
Cave,-114.8641,45.0709,5377,1998-03,1998,3,32.512,-6.666666667,-0.444444444,5.722222222
Cave,-114.8641,45.0709,5377,1998-04,1998,4,51.308,-3.055555556,4.277777778,11.66666667
Cave,-114.8641,45.0709,5377,1998-05,1998,5,78.994,1.444444444,9.166666667,16.94444444
Cave,-114.8641,45.0709,5377,1998-06,1998,6,96.774,3.055555556,10.44444444,17.83333333
Cave,-114.8641,45.0709,5377,1998-07,1998,7,79.248,8.166666667,18.77777778,29.33333333
Cave,-114.8641,45.0709,5377,1998-08,1998,8,10.922,6.722222222,17.83333333,28.94444444
Cave,-114.8641,45.0709,5377,1998-09,1998,9,50.8,5.111111111,14.33333333,23.5
Cave,-114.8641,45.0709,5377,1998-10,1998,10,24.384,-2.888888889,4.444444444,11.72222222
Cave,-114.8641,45.0709,5377,1998-11,1998,11,73.914,-4,0.055555556,4.055555556
Cave,-114.8641,45.0709,5377,1998-12,1998,12,54.61,-11.55555556,-6.777777778,-2
Cave,-114.8641,45.0709,5377,1999-01,1999,1,47.752,-8.777777778,-3.944444444,0.833333333
Cave,-114.8641,45.0709,5377,1999-02,1999,2,56.896,-11.33333333,-4.944444444,1.444444444
Cave,-114.8641,45.0709,5377,1999-03,1999,3,35.052,-8.055555556,-0.611111111,6.777777778
Cave,-114.8641,45.0709,5377,1999-04,1999,4,27.432,-5.055555556,2.666666667,10.44444444
Cave,-114.8641,45.0709,5377,1999-05,1999,5,41.91,-0.833333333,7.333333333,15.44444444
Cave,-114.8641,45.0709,5377,1999-06,1999,6,56.134,3.166666667,11.72222222,20.22222222
Cave,-114.8641,45.0709,5377,1999-07,1999,7,5.588,4.722222222,16.22222222,27.66666667
Cave,-114.8641,45.0709,5377,1999-08,1999,8,23.114,7.166666667,17.5,27.77777778
Cave,-114.8641,45.0709,5377,1999-09,1999,9,4.826,0.388888889,11.05555556,21.66666667
Cave,-114.8641,45.0709,5377,1999-10,1999,10,21.336,-2.277777778,6.666666667,15.55555556
Cave,-114.8641,45.0709,5377,1999-11,1999,11,47.498,-3.944444444,1.611111111,7.166666667
Cave,-114.8641,45.0709,5377,1999-12,1999,12,39.624,-9.444444444,-4.722222222,-0.055555556
Cave,-114.8641,45.0709,5377,2000-01,2000,1,54.356,-10.22222222,-5.111111111,0.055555556
Cave,-114.8641,45.0709,5377,2000-02,2000,2,29.972,-7.611111111,-1.666666667,4.222222222
Cave,-114.8641,45.0709,5377,2000-03,2000,3,32.258,-7.166666667,0.166666667,7.5
Cave,-114.8641,45.0709,5377,2000-04,2000,4,33.782,-2.222222222,6.055555556,14.33333333
Cave,-114.8641,45.0709,5377,2000-05,2000,5,51.816,1.722222222,9.166666667,16.61111111
Cave,-114.8641,45.0709,5377,2000-06,2000,6,15.24,3.777777778,13.44444444,23.11111111
Cave,-114.8641,45.0709,5377,2000-07,2000,7,26.67,6.833333333,17.77777778,28.72222222
Cave,-114.8641,45.0709,5377,2000-08,2000,8,2.54,6.888888889,17.83333333,28.83333333
Cave,-114.8641,45.0709,5377,2000-09,2000,9,35.814,1.888888889,11.11111111,20.33333333
Cave,-114.8641,45.0709,5377,2000-10,2000,10,90.424,-1.333333333,5.111111111,11.5
Cave,-114.8641,45.0709,5377,2000-11,2000,11,24.892,-10.16666667,-4.666666667,0.777777778
Cave,-114.8641,45.0709,5377,2000-12,2000,12,23.622,-11.5,-6.333333333,-1.166666667
Cave,-114.8641,45.0709,5377,2001-01,2001,1,20.574,-12.33333333,-6.5,-0.611111111
Cave,-114.8641,45.0709,5377,2001-02,2001,2,13.462,-11.72222222,-5,1.722222222
Cave,-114.8641,45.0709,5377,2001-03,2001,3,29.464,-5.555555556,1.277777778,8.055555556
Cave,-114.8641,45.0709,5377,2001-04,2001,4,47.752,-3.222222222,3.833333333,10.88888889
Cave,-114.8641,45.0709,5377,2001-05,2001,5,35.306,1.5,10.55555556,19.55555556
Cave,-114.8641,45.0709,5377,2001-06,2001,6,40.894,4.333333333,13.27777778,22.16666667
Cave,-114.8641,45.0709,5377,2001-07,2001,7,38.608,8.833333333,18.22222222,27.66666667
Cave,-114.8641,45.0709,5377,2001-08,2001,8,3.556,8.222222222,19.22222222,30.27777778
Cave,-114.8641,45.0709,5377,2001-09,2001,9,32.512,4.222222222,14.38888889,24.55555556
Cave,-114.8641,45.0709,5377,2001-10,2001,10,51.054,-1.444444444,5.944444444,13.27777778
Cave,-114.8641,45.0709,5377,2001-11,2001,11,30.48,-3.777777778,1.5,6.833333333
Cave,-114.8641,45.0709,5377,2001-12,2001,12,37.846,-12.16666667,-7.055555556,-2
Cave,-114.8641,45.0709,5377,2002-01,2002,1,42.164,-10.33333333,-5.611111111,-0.888888889
Cave,-114.8641,45.0709,5377,2002-02,2002,2,13.208,-11.77777778,-4.611111111,2.611111111
Cave,-114.8641,45.0709,5377,2002-03,2002,3,42.164,-8.444444444,-2.111111111,4.277777778
Cave,-114.8641,45.0709,5377,2002-04,2002,4,42.164,-2.5,4.555555556,11.66666667
Cave,-114.8641,45.0709,5377,2002-05,2002,5,30.48,0.777777778,8.277777778,15.83333333
Cave,-114.8641,45.0709,5377,2002-06,2002,6,40.132,5.611111111,14.27777778,22.88888889
Cave,-114.8641,45.0709,5377,2002-07,2002,7,23.622,9.666666667,20,30.38888889
Cave,-114.8641,45.0709,5377,2002-08,2002,8,17.272,5.5,15.61111111,25.72222222
Cave,-114.8641,45.0709,5377,2002-09,2002,9,23.114,3.277777778,12.94444444,22.66666667
Cave,-114.8641,45.0709,5377,2002-10,2002,10,8.382,-3.888888889,4.111111111,12.05555556
Cave,-114.8641,45.0709,5377,2002-11,2002,11,33.528,-6.222222222,-0.944444444,4.333333333
Cave,-114.8641,45.0709,5377,2002-12,2002,12,29.718,-7.5,-3.222222222,1.055555556
Cave,-114.8641,45.0709,5377,2003-01,2003,1,62.23,-5.944444444,-1.833333333,2.277777778
Cave,-114.8641,45.0709,5377,2003-02,2003,2,50.8,-10,-4,1.944444444
,,,,,,,0,-17.77777778,-17.77777778,-17.77777778
Ceanothus,-114.834,45.1521,7674,1988-03,1988,3,139.192,-10.16666667,-4.333333333,1.555555556
Ceanothus,-114.834,45.1521,7674,1988-04,1988,4,135.128,-3,2.722222222,8.444444444
Ceanothus,-114.834,45.1521,7674,1988-05,1988,5,119.634,-0.388888889,5.444444444,11.22222222
Ceanothus,-114.834,45.1521,7674,1988-06,1988,6,63.754,6.611111111,12.83333333,19
Ceanothus,-114.834,45.1521,7674,1988-07,1988,7,8.128,7.388888889,15.11111111,22.88888889
Ceanothus,-114.834,45.1521,7674,1988-08,1988,8,10.414,6.777777778,14.5,22.27777778
Ceanothus,-114.834,45.1521,7674,1988-09,1988,9,25.908,1.611111111,8.666666667,15.72222222
Ceanothus,-114.834,45.1521,7674,1988-10,1988,10,40.894,1.944444444,7.444444444,12.94444444
Ceanothus,-114.834,45.1521,7674,1988-11,1988,11,161.544,-9.722222222,-6.055555556,-2.333333333
Ceanothus,-114.834,45.1521,7674,1988-12,1988,12,64.516,-11.33333333,-7.166666667,-2.944444444
Ceanothus,-114.834,45.1521,7674,1989-01,1989,1,146.812,-12.66666667,-8.555555556,-4.444444444
Ceanothus,-114.834,45.1521,7674,1989-02,1989,2,58.674,-16.38888889,-11.11111111,-5.833333333
Ceanothus,-114.834,45.1521,7674,1989-03,1989,3,164.084,-9.111111111,-3.333333333,2.444444444
Ceanothus,-114.834,45.1521,7674,1989-04,1989,4,69.088,-5.111111111,1.333333333,7.777777778
Ceanothus,-114.834,45.1521,7674,1989-05,1989,5,105.918,-2.277777778,3.833333333,9.944444444
Ceanothus,-114.834,45.1521,7674,1989-06,1989,6,79.502,2.944444444,9.666666667,16.33333333
Ceanothus,-114.834,45.1521,7674,1989-07,1989,7,35.052,8.611111111,15.88888889,23.11111111
Ceanothus,-114.834,45.1521,7674,1989-08,1989,8,88.392,4.555555556,11.88888889,19.16666667
Ceanothus,-114.834,45.1521,7674,1989-09,1989,9,26.924,2.055555556,9.166666667,16.22222222
Ceanothus,-114.834,45.1521,7674,1989-10,1989,10,59.182,-3.166666667,1.944444444,7
Ceanothus,-114.834,45.1521,7674,1989-11,1989,11,107.696,-7.277777778,-3.111111111,1.055555556
Ceanothus,-114.834,45.1521,7674,1989-12,1989,12,57.15,-10.61111111,-6.277777778,-2
Ceanothus,-114.834,45.1521,7674,1990-01,1990,1,126.238,-11.66666667,-7.722222222,-3.833333333
Ceanothus,-114.834,45.1521,7674,1990-02,1990,2,118.364,-13.72222222,-8.333333333,-2.944444444
Ceanothus,-114.834,45.1521,7674,1990-03,1990,3,68.326,-8.777777778,-2.444444444,3.888888889
Ceanothus,-114.834,45.1521,7674,1990-04,1990,4,113.03,-3.388888889,2.944444444,9.222222222
Ceanothus,-114.834,45.1521,7674,1990-05,1990,5,130.302,-3,2.944444444,8.833333333
Ceanothus,-114.834,45.1521,7674,1990-06,1990,6,51.816,2,8.611111111,15.22222222
Ceanothus,-114.834,45.1521,7674,1990-07,1990,7,35.814,7,14.44444444,21.88888889
Ceanothus,-114.834,45.1521,7674,1990-08,1990,8,67.564,7.277777778,14.11111111,20.88888889
Ceanothus,-114.834,45.1521,7674,1990-09,1990,9,11.684,6,12.77777778,19.55555556
Ceanothus,-114.834,45.1521,7674,1990-10,1990,10,117.094,-4.666666667,0.666666667,6
Ceanothus,-114.834,45.1521,7674,1990-11,1990,11,116.84,-8.055555556,-3.833333333,0.388888889
Ceanothus,-114.834,45.1521,7674,1990-12,1990,12,84.328,-17.72222222,-13.27777778,-8.888888889
Ceanothus,-114.834,45.1521,7674,1991-01,1991,1,88.9,-13.05555556,-8.722222222,-4.333333333
Ceanothus,-114.834,45.1521,7674,1991-02,1991,2,43.688,-7.055555556,-1.888888889,3.333333333
Ceanothus,-114.834,45.1521,7674,1991-03,1991,3,103.632,-10.33333333,-4.222222222,1.833333333
Ceanothus,-114.834,45.1521,7674,1991-04,1991,4,123.698,-6.944444444,-1.444444444,4.055555556
Ceanothus,-114.834,45.1521,7674,1991-05,1991,5,104.648,-3.055555556,2.666666667,8.388888889
Ceanothus,-114.834,45.1521,7674,1991-06,1991,6,67.818,1,7.444444444,13.83333333
Ceanothus,-114.834,45.1521,7674,1991-07,1991,7,24.892,6.555555556,14.44444444,22.38888889
Ceanothus,-114.834,45.1521,7674,1991-08,1991,8,12.446,8.111111111,15.77777778,23.44444444
Ceanothus,-114.834,45.1521,7674,1991-09,1991,9,22.606,3.111111111,10.05555556,17
Ceanothus,-114.834,45.1521,7674,1991-10,1991,10,36.83,-3.444444444,2.444444444,8.388888889
Ceanothus,-114.834,45.1521,7674,1991-11,1991,11,156.21,-9.388888889,-5.333333333,-1.333333333
Ceanothus,-114.834,45.1521,7674,1991-12,1991,12,100.076,-10.27777778,-6,-1.777777778
Ceanothus,-114.834,45.1521,7674,1992-01,1992,1,46.99,-10.55555556,-6.166666667,-1.833333333
Ceanothus,-114.834,45.1521,7674,1992-02,1992,2,49.53,-7.222222222,-2,3.277777778
Ceanothus,-114.834,45.1521,7674,1992-03,1992,3,37.338,-4.777777778,1.555555556,7.944444444
Ceanothus,-114.834,45.1521,7674,1992-04,1992,4,123.952,-3.388888889,2.444444444,8.277777778
Ceanothus,-114.834,45.1521,7674,1992-05,1992,5,38.862,0.722222222,7.722222222,14.72222222
Ceanothus,-114.834,45.1521,7674,1992-06,1992,6,108.204,4.666666667,11.27777778,17.83333333
Ceanothus,-114.834,45.1521,7674,1992-07,1992,7,100.584,3.944444444,11.05555556,18.11111111
Ceanothus,-114.834,45.1521,7674,1992-08,1992,8,36.83,6.055555556,14,22
Ceanothus,-114.834,45.1521,7674,1992-09,1992,9,68.834,0.833333333,7.5,14.16666667
Ceanothus,-114.834,45.1521,7674,1992-10,1992,10,40.386,-0.277777778,4.777777778,9.777777778
Ceanothus,-114.834,45.1521,7674,1992-11,1992,11,92.456,-9.166666667,-5.166666667,-1.166666667
Ceanothus,-114.834,45.1521,7674,1992-12,1992,12,137.668,-13.77777778,-9.722222222,-5.722222222
Ceanothus,-114.834,45.1521,7674,1993-01,1993,1,89.916,-13.88888889,-9.5,-5.111111111
Ceanothus,-114.834,45.1521,7674,1993-02,1993,2,59.182,-12.44444444,-7.166666667,-1.833333333
Ceanothus,-114.834,45.1521,7674,1993-03,1993,3,95.504,-6.388888889,-0.555555556,5.277777778
Ceanothus,-114.834,45.1521,7674,1993-04,1993,4,140.716,-6.777777778,-1.277777778,4.222222222
Ceanothus,-114.834,45.1521,7674,1993-05,1993,5,92.202,1.611111111,7.722222222,13.83333333
Ceanothus,-114.834,45.1521,7674,1993-06,1993,6,182.118,0.944444444,7.222222222,13.44444444
Ceanothus,-114.834,45.1521,7674,1993-07,1993,7,121.666,0.888888889,7.666666667,14.38888889
Ceanothus,-114.834,45.1521,7674,1993-08,1993,8,101.854,3.444444444,10.72222222,18
Ceanothus,-114.834,45.1521,7674,1993-09,1993,9,16.256,1.277777778,8.277777778,15.33333333
Ceanothus,-114.834,45.1521,7674,1993-10,1993,10,45.974,-1.333333333,3.5,8.333333333
Ceanothus,-114.834,45.1521,7674,1993-11,1993,11,43.18,-10.44444444,-5.944444444,-1.444444444
Ceanothus,-114.834,45.1521,7674,1993-12,1993,12,74.93,-10.16666667,-6.111111111,-2.055555556
Ceanothus,-114.834,45.1521,7674,1994-01,1994,1,100.33,-10.05555556,-5.888888889,-1.777777778
Ceanothus,-114.834,45.1521,7674,1994-02,1994,2,101.854,-13.38888889,-8.166666667,-3
Ceanothus,-114.834,45.1521,7674,1994-03,1994,3,70.358,-7.444444444,-0.944444444,5.555555556
Ceanothus,-114.834,45.1521,7674,1994-04,1994,4,93.726,-4.055555556,1.944444444,7.888888889
Ceanothus,-114.834,45.1521,7674,1994-05,1994,5,75.946,0.333333333,6.444444444,12.55555556
Ceanothus,-114.834,45.1521,7674,1994-06,1994,6,100.33,2.611111111,9.5,16.38888889
Ceanothus,-114.834,45.1521,7674,1994-07,1994,7,70.612,7.277777778,14.66666667,22
Ceanothus,-114.834,45.1521,7674,1994-08,1994,8,12.954,8.222222222,15.77777778,23.38888889
Ceanothus,-114.834,45.1521,7674,1994-09,1994,9,12.446,4.722222222,11.5,18.33333333
Ceanothus,-114.834,45.1521,7674,1994-10,1994,10,88.392,-3.944444444,1.222222222,6.388888889
Ceanothus,-114.834,45.1521,7674,1994-11,1994,11,141.224,-12.05555556,-8,-3.888888889
Ceanothus,-114.834,45.1521,7674,1994-12,1994,12,91.44,-11.27777778,-7.444444444,-3.611111111
Ceanothus,-114.834,45.1521,7674,1995-01,1995,1,87.63,-10.83333333,-6.444444444,-2
Ceanothus,-114.834,45.1521,7674,1995-02,1995,2,82.55,-8.166666667,-3,2.166666667
Ceanothus,-114.834,45.1521,7674,1995-03,1995,3,135.382,-9.666666667,-3.611111111,2.388888889
Ceanothus,-114.834,45.1521,7674,1995-04,1995,4,111.76,-6.777777778,-0.944444444,4.833333333
Ceanothus,-114.834,45.1521,7674,1995-05,1995,5,100.584,-2.111111111,4,10.05555556
Ceanothus,-114.834,45.1521,7674,1995-06,1995,6,111.252,1.666666667,7.833333333,14.05555556
Ceanothus,-114.834,45.1521,7674,1995-07,1995,7,99.314,5.777777778,12.83333333,19.88888889
Ceanothus,-114.834,45.1521,7674,1995-08,1995,8,94.742,5.333333333,13.27777778,21.22222222
Ceanothus,-114.834,45.1521,7674,1995-09,1995,9,39.37,2.944444444,9.833333333,16.72222222
Ceanothus,-114.834,45.1521,7674,1995-10,1995,10,101.854,-5.111111111,0.111111111,5.388888889
Ceanothus,-114.834,45.1521,7674,1995-11,1995,11,202.692,-6.444444444,-2.611111111,1.166666667
Ceanothus,-114.834,45.1521,7674,1995-12,1995,12,148.082,-10.44444444,-6.388888889,-2.388888889
Ceanothus,-114.834,45.1521,7674,1996-01,1996,1,164.084,-13,-8.888888889,-4.777777778
Ceanothus,-114.834,45.1521,7674,1996-02,1996,2,153.162,-11.33333333,-5.833333333,-0.277777778
Ceanothus,-114.834,45.1521,7674,1996-03,1996,3,89.154,-9.5,-3.277777778,2.888888889
Ceanothus,-114.834,45.1521,7674,1996-04,1996,4,159.004,-5.555555556,0.222222222,6
